CO_PORTARIA|DT_PORTARIA|CO_PROCESSO|DS_TIPO_PREGAO|DS_TIPO_PREGAO_COMPRA|TX_OBJETO|CO_UASG|DT_DATA_EDITAL|DT_INICIO_PROPOSTA|DT_FIM_PROPOSTA|
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010014452015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Extensão da Garantia, com Suporte Técnico, do Conjunto de Servidores tipo Blade (lâmina) da CLDF: 2 (dois) chassis modelo Bladecenter H, 20 (vinte) lâminas tipo HS-22 e demais componentes/conjuntos de licenças, conforme requisitos  internos funcionais constantes no Termo de Referência (anexo I do Edital), pelo período de 24 (vinte e quatro) meses.|974004|2016-01-21T00:00:00|2016-01-21T08:00:00|2016-02-02T09:30:00
Ato do Presidente nº 388, de 2016|2016-10-18T00:00:00|0010003562016|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa de engenharia especializada na prestação de serviços contínuos de assistência técnica necessária à operação, à manutenção preventiva e corretiva dos sistemas de condicionamento de ar central, dos condicionadores de ar tipo split , ventilação e exaustão, bem como tratamento químico das águas de condensação e de refrigeração do Edifício Sede da Câmara Legislativa do Distrito Federal   CLDF.|974004|2017-04-03T00:00:00|2017-04-03T08:00:00|2017-04-18T09:30:00
ASG nº 73, de 2014|2014-10-15T00:00:00|0010011732015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de materiais de expediente, para atender as necessidades da Câmara Legislativa do Distrito Federal.|974004|2015-04-20T00:00:00|2015-04-20T08:00:00|2015-05-05T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010011502015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Fornecimento de materiais bibliográficos, existentes no mercado nacional e estrangeiro, constituídos dos mais variados suportes como: livros impressos e/ou em formato eletrônico, mapas, audiovisuais, CD-ROM, DVD e outros documentos, destinados a compor o acervo bibliográfico da Câmara Legislativa do Distrito Federal, de acordo com as condições e especificações constantes do Projeto Básico/Termo de Referência ? Anexo I do Edital.|974004|2016-01-25T00:00:00|2016-01-25T08:00:00|2016-02-04T09:30:00
ASG nº 73, de 2014|2014-10-15T00:00:00|001-001.176/2015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de materiais de expediente, para atender as necessidades da Câmara Legislativa do Distrito Federal.|974004|2015-05-14T00:00:00|2015-05-14T08:00:00|2015-05-27T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|001-001.939/2015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de PAPEL TAMANHO A-4 E OUTROS destinados a suprir a demanda da Câmara Legislativa do Distrito Federal ? CLDF para o 1¨ semestre de 2016.|974004|2016-02-03T00:00:00|2016-02-03T08:00:00|2016-02-18T09:30:00
ASG nº 73, de 2014|2014-10-15T00:00:00|0010011752014|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de materiais de expediente, para atender as necessidades da Câmara Legislativa do Distrito Federal.|974004|2015-05-19T00:00:00|2015-05-19T08:00:00|2015-06-03T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010014462015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Extensão de garantia, com suporte técnico, do Storage EMC VNX 5500 da Câmara Legislativa do Distrito Federal - CLDF, pelo período de 24 (vinte e quatro) meses.|974004|2016-03-18T00:00:00|2016-03-21T08:00:00|2016-04-19T09:30:00
ASG nº 73, de 2014|2014-10-15T00:00:00|001-000824/2014|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de peças (discos rígidos e módulos de bateria) para storage CX3-10c, conjuntamente com serviços de instalação e verificação pós-reposição, para atender as necessidades da Câmara Legislativa do Distrito Federal.|974004|2015-05-15T00:00:00|2015-05-15T08:00:00|2015-06-02T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010019072015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Duas cadeiras de rodas motorizadas, conforme especificações do Termo de Referência (anexo I do Edital).|974004|2016-02-16T00:00:00|2016-02-16T08:00:00|2016-02-26T09:30:00
ASG Nº 73, de 2014|2014-10-15T00:00:00|00100175/2015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de materiais de expediente.|974004|2015-05-22T00:00:00|2015-05-22T08:00:00|2015-06-08T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|001000590/2013|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de equipamentos constantes do lote 1 (um), para serem agregadas ao sistema de audiovisual da CLDF; insumos e outros itens, constantes do lote 2 (dois) para manutenção preventiva e corretiva básica emergencial de equipamentos do sistema de audiovisual da CLDF e insumos (papel gelatina), constantes do lote 3 (três), para serem empregados nos refletores para a iluminação da fachada da CLDF de acordo com as especificações e quantitativos constantes do Termo de Referência/Projeto Básico ? Anexo I do Edital.|974004|2016-02-23T00:00:00|2016-02-24T08:00:00|2016-03-07T09:30:00
ASG Nº 73, de 2014|2014-10-15T00:00:00|001000821/2014|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de equipamentos tipo rádio bidirecional HT e acessórios, para uso em radiocomunicação móvel portátil itinerante da Câmara Legislativa do Distrito Federal - CLDF.|974004|2015-06-01T00:00:00|2015-06-01T08:00:00|2015-06-12T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010014212015|eletronico|SISPP|Objeto: Pregão Eletrônico -  O presente pregão tem por objeto a aquisição de bem permanente, cadeira fixa sobre longarina de 2 e 3 lugares, de acordo com o a quantidade e especificação constante do Termo de Referência - anexo I deste Edital para atender as necessidades da Câmara Legislativa do DF.|974004|2016-03-16T00:00:00|2016-03-16T08:00:00|2016-03-30T09:30:00
ASG Nº 73, de 2014|2014-10-15T00:00:00|0010011142014|eletronico|SISPP|Objeto: Pregão Eletrônico -  Fornecimento de lanche  aos participantes dos Projetos Especiais executados pela Escola do Legislativo ? ELEGIS, da Câmara Legislativa do  Distrito Federal com entrega parcelada e direta aos participantes.|974004|2015-06-08T00:00:00|2015-06-09T08:00:00|2015-06-23T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-27T00:00:00|0010017802015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de mesas e cadeiras para a sala de aula da Escola do Legislativo do Distrito Federal-ELEGIS, conforme tipo, especificações e quantidades estabelecidas no Termo de Referência.|974004|2016-03-11T00:00:00|2016-03-11T08:00:00|2016-03-28T09:30:00
ASG Nº 73, de 2014|2014-10-15T00:00:00|0010012392015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de materiais de limpeza, copa e cozinha, destinada a atender a demanda da Câmara Legislativa do Distrito Federal - CLDF.|974004|2015-06-22T00:00:00|2015-06-22T08:00:00|2015-07-03T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010011502015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Fornecimento de material bibliográfico impresso existente no mercado nacional, destinado a compor o acervo bibliográfico da Biblioteca da Câmara Legislativa do Distrito Federal, de acordo com as condições e especificações constantes do Projeto Básico/Termo de Referência ? Anexo I do Edital.|974004|2016-03-14T00:00:00|2016-03-14T08:00:00|2016-03-29T09:30:00
ASG nº 73, de 2014|2014-10-15T00:00:00|001-001113/2014|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestar serviços de transporte, de ida e volta, de alunos e professores da rede de ensino do Distrito Federal para a Câmara Legislativa do Distrito Federal ? CLDF.|974004|2015-06-26T00:00:00|2015-06-26T08:00:00|2015-07-09T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|212121|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa especializada por meio de rede de oficinas e centros automotivos credenciados e disponibilizados para manutenção preventiva e corretiva da frota de veículos da Câmara Legislativa do Distrito Federal, de acordo com as especificações e quantitativos constantes do Termo de Referência ? Anexo I do Edital.|974004|2016-03-15T00:00:00|2016-03-15T08:00:00|2016-03-30T09:30:00
ASG Nº 73, de 2014|2014-10-15T00:00:00|001-0012722015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa especializada para execução do serviço de manutenção para recarga de extintores de combate a incêndio, de propriedade da Câmara Legislativa do Distrito Federal.|974004|2015-07-02T00:00:00|2015-07-02T08:00:00|2015-07-14T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010004432014|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de solução de tecnologia da informação para a gestão do Fundo de Assistência à Saúde dos Deputados Distritais e Servidores da Câmara Legislativa do Distrito Federal, contemplando sistema aplicativo em nuvem, licenciado no modelo de subscrição, serviços técnicos de implantação e migração, treinamento, garantia e suporte técnico pelo período de 48 (quarenta e oito) meses.|974004|2016-03-23T00:00:00|2016-04-20T08:00:00|2016-05-16T09:30:00
ASG nº 73, de 2014|2014-10-15T00:00:00|001-000859/2014|eletronico|SISPP|Objeto: Pregão Eletrônico -  Renovação e aquisição de licenças de uso do software de antivírus EPA ? McAfee Endpoint Protection ? Advanced Suite para utilização em estações de trabalho, computadores portáteis e equipamentos servidores, com suporte técnico on-site e capacitação de servidores a fim de atender as necessidades da Câmara Legislativa do Distrito Federa.|974004|2015-07-01T00:00:00|2015-07-01T08:00:00|2015-07-14T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010018752015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de bem permanente, cadeira fixa para obesos, para atender as necessidades da Câmara Legislativa do Distrito Federal de acordo com a quantidade e especificação constante do Termo de Referência ? Anexo I do Edital.|974004|2016-04-12T00:00:00|2016-04-12T08:00:00|2016-04-25T09:30:00
Ato do Presidente nº 408, de 2015|2015-04-15T00:00:00|001.001.015/2014|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa para a prestação de serviços contínuos de vigilância patrimonial (armada e desarmada) para atender as necessidades da Câmara Legislativa do Distrito Federal - CLDF, durante 12 (doze) meses, de acordo com as especificações e quantitativos constantes do Termo de Referência ? Anexo I deste Edital.|974004|2015-07-02T00:00:00|2015-07-02T08:00:00|2015-07-15T09:30:00
ASG Nº 73, de 2014|2014-10-15T00:00:00|001001318/2015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviços técnicos de manutenção preventiva, corretiva, fornecimento de peças e assistência técnica dos equipamentos gráficos pertencentes à Câmara Legislativa do Distrito Federal - CLDF, de acordo com as especificações e quantitativos constantes do Termo de Referência - Anexo I do Edital.|974004|2015-07-23T00:00:00|2015-08-06T08:00:00|2015-08-20T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010002432016|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de materiais de expediente, destinada a suprir a demanda da Câmara Legislativa do Distrito Federal - CLDF, para o 1º semestre de 2016, de acordo com as especificações e quantitativos constantes do Termo de Referência - Anexo I do Edital.|974004|2016-05-20T00:00:00|2016-05-20T08:00:00|2016-06-07T09:30:00
Ato do Presidente nº 408, de 2015|2015-04-15T00:00:00|001-001.390/2015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de material gráfico e de  editoração, para atender as necessidades da Câmara Legislativa do Distrito Federal, de acordo com as especificações e quantitativos constantes do Termo de Referência ? Anexo I do Edital.|974004|2015-08-05T00:00:00|2015-08-05T08:00:00|2015-08-19T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|001.000.381/2016|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de suprimentos de impressão para atender as necessidades da Câmara Legislativa do Distrito Federal de acordo com as quantidades e especificações constantes do Termo de Referência ? Anexo I do Edital.|974004|2016-05-13T00:00:00|2016-05-13T08:00:00|2016-05-25T09:30:00
Ato do Presidente nº 408, de 2015|2015-04-15T00:00:00|001-001329/2015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa para prestação de serviços de telefonia 0800 com fornecimento do respectivo circuito digital (feixe E1 a 2Mb), destinado a prover recursos de comunicação à Ouvidoria da Câmara Legislativa do Distrito Federal, conforme condições, quantidades e especificações constantes do Termo de Referência ? anexo I deste edital.|974004|2015-08-05T00:00:00|2015-08-05T08:00:00|2015-08-18T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010019072015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de cadeiras de rodas motorizadas destinadas a suprir a demanda da Câmara Legislativa do Distrito Federal, conforme quantidade, condições e especificações descritas no Edital.|974004|2016-05-16T00:00:00|2016-05-16T08:00:00|2016-05-30T09:30:00
ASG Nº 73, de 2014|2014-10-15T00:00:00|0010008752014|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de peças para a manutenção das torres de resfriamento do sistema de ar condicionado central do Edifício Sede da CLDF, de acordo com as condições e especificações constantes do Projeto Básico/Termo de Referência ? Anexo I do Edital.|974004|2015-08-26T00:00:00|2015-08-26T08:00:00|2015-09-10T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|001-001695/2015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação serviços de chaveiro, sob demanda, com fornecimento de todo o material e mão-de-obra, necessários para a execução dos serviços, visando suprir as necessidades da Câmara Legislativa do Distrito Federal-CLDF.|974004|2016-05-27T00:00:00|2016-05-27T08:00:00|2016-06-09T09:30:00
ASG Nº 73, de 2014|2014-10-15T00:00:00|001001075/2014|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de peças para a manutenção da malha captora de para-raios e para banco de capacitores de propriedade da Câmara Legislativa do Distrito Federal.|974004|2015-09-04T00:00:00|2015-09-04T08:00:00|2015-09-17T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|001-0003922016|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de 5.000 (cinco mil) cartões de proximidade (sem contato) smart card, em PVC laminado, branco brilhante para atender as necessidades da Câmara Legislativa do Distrito Federal-CLDF.|974004|2016-05-27T00:00:00|2016-05-27T08:00:00|2016-06-13T09:30:00
Ato do Presidente nº 408, de 2015|2015-04-15T00:00:00|0010009842015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de matérias de informática, conforme condições, quantidades e especificações constantes do Termo de Referência - Anexo I do Edital.|974004|2015-10-05T00:00:00|2015-10-05T08:00:00|2015-10-19T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010003402016|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de materiais de limpeza, copa e cozinha, para o 1º semestre de 2016, para a Câmara Legislativa do Distrito Federal - CLDF, de acordo com as especificações e quantitativos constantes no Termo de Referência - Anexo I deste Edital.|974004|2016-06-01T00:00:00|2016-06-01T08:00:00|2016-06-14T09:30:00
Ato do Presidente nº 408, de 2015|2015-04-15T00:00:00|0010014632015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de instituição pública ou privada, registrada junto ao Comando do Exército, para realização do teste de capacidade técnica para manuseio de arma de fogo, com inspetores e agentes de polícia legislativa da Câmara Legislativa do Distrito Federal, conforme condições, quantidades e especificações constantes do Termo de Referência - Anexo I do Edital.|974004|2015-09-11T00:00:00|2015-09-11T08:00:00|2015-09-23T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|001-001348/2015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de motobombas centrífugas para recalque de água potável do edifício Sede da CLDF, bem como peças para manutenção do sistema hidráulico, de acordo com as especificações constantes do Termo de Referência ? Anexo I d0 Edital.|974004|2016-06-01T00:00:00|2016-06-01T08:00:00|2016-06-14T09:30:00
Ato do Presidente nº 408, de 2015|2015-04-15T00:00:00|0010011502015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Fornecimento de materiais bibliográficos, existentes no mercado nacional e estrangeiro, constituídos dos mais variados suportes como: livros impressos e/ou em formato eletrônico, mapas, audiovisuais, CD-ROM, DVD e outros documentos, destinados a compor o acervo bibliográfico da Câmara Legislativa do Distrito Federal.|974004|2015-10-09T00:00:00|2015-10-09T08:00:00|2015-10-22T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010002792016|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de bens permanentes, mobiliários novos, para a Câmara Legislativa do Distrito Federal, conforme as especificações e quantidades previstas no Termo de Referência.|974004|2016-06-01T00:00:00|2016-06-01T08:00:00|2016-06-16T09:30:00
Ato do Presidente nº 408, de 2015|2015-04-15T00:00:00|0010015272015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de materiais de expediente, para atender as necessidades da Câmara Legislativa do Distrito Federal.|974004|2015-10-01T00:00:00|2015-10-01T08:00:00|2015-10-15T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|001-000.443/2016|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa para fornecimento de 25.000 (vinte e cinco mil) bolinhos doces e 25.000 (vinte e cinco mil) caixinhas de suco com entrega parcelada e direta aos participantes dos Projetos de Educação para a Cidadania constante do Plano Setorial da Escola do Legislativo ? Elegis, de acordo com as especificações e quantitativos constantes do Anexo I do Edital.|974004|2016-06-02T00:00:00|2016-06-02T08:00:00|2016-06-16T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|001.000.866/2014|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa para prestação de serviços contínuos de limpeza, conservação e higienização com fornecimento de materiais e equipamentos, no edifício e áreas da Câmara Legislativa do Distrito Federal - CLDF durante 12 (doze) meses, de acordo com as especificações e quantitativos constantes do Termo de Referência ? Anexo I do Edital.|974004|2015-11-05T00:00:00|2015-11-05T08:00:00|2015-11-18T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010019902015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de uniformes, equipamentos, ferramentas e insumos para serviços de jardinagem, transporte de bens e proteção de trabalhadores, de acordo com as especificações e quantitativos constantes do Termo de Referência, Anexo I do Edital.|974004|2016-08-16T00:00:00|2016-08-16T08:00:00|2016-08-29T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|001.001.503/2015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa para prestação de serviços de Bombeiro Civil, apoio administrativo na área de segurança contra incêndio, pânico, abandono de edificações, primeiros socorros, treinamento de bombeiros voluntários, desenvolvimento e implantação de política prevencionista (PPCI), para atender o edifício e áreas da Câmara Legislativa do Distrito Federal durante 12 (doze) meses de acordo com as especificações e quantitativos constantes do Termo de Referência ? Anexo I do Edital.|974004|2015-11-10T00:00:00|2015-11-10T08:00:00|2015-11-20T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010002842016|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de peças para manutenção do sistema de ar condicionado central e lâmpadas para substituição, para atender as necessidades da Câmara Legislativa do Distrito Federal, conforme as especificações, quantidades e condições previstas no Termo de Referência (Anexo I do Edital).|974004|2016-06-03T00:00:00|2016-06-03T08:00:00|2016-06-15T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|001.001-759/2015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Fornecimento diário de água mineral para a Câmara Legislativa do Distrito Federal ? CLDF no exercício de 2016, de acordo com as especificações e quantitativos constantes do Termo de Referência ? Anexo I do Edital.|974004|2015-11-09T00:00:00|2015-11-23T08:00:00|2015-12-03T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010003342016|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa especializada para execução do serviço de manutenção para recarga de extintores de combate a incêndio, de propriedade da Câmara Legislativa do Distrito Federal, em conformidade com as condições fixadas pela NBR 12.962, da Associação Brasileira de Normas Técnicas ? ABNT de acordo com as especificações e quantitativos constantes do Termo de Referência/Projeto Básico ? Anexo I do Edital.|974004|2016-06-08T00:00:00|2016-06-08T08:00:00|2016-06-23T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|001.001.989/2015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de divisórias tipo Drywall e acessórios, incluindo materiais e serviços de instalação para atender as necessidades da Câmara Legislativo do Distrito Federal.|974004|2015-12-11T00:00:00|2015-12-11T08:00:00|2015-12-23T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010002832016|eletronico|SISPP|Objeto: Pregão Eletrônico -  Permissão onerosa de uso de espaço físico reservado para o funcionamento de uma lanchonete,com área de 17,95m , localizado no Térreo Inferior da Câmara Legislativa do Distrito Federal - CLDF pelo período de 12 (doze) meses, conforme condições e especificações constantes no Termo de Referência (Anexo I do Edital)|974004|2016-06-09T00:00:00|2016-06-09T08:00:00|2016-06-22T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|001-001421/2015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição de bem permanente, cadeira fixa sobre longarina de 2 e 3 lugares, de acordo com o padrão existente na CLDF e a quantidade e especificação constante do Termo de Referência - anexo I do Edital.|974004|2015-12-11T00:00:00|2015-12-11T08:00:00|2015-12-23T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010003622014|eletronico|SISPP|Objeto: Pregão Eletrônico -  Aquisição e instalação, incluída garantia e assistência técnica por, no mínimo, 12 (doze) meses, de Gabinete Odontológico necessário para a Seção de Auditoria Médica do Fundo de Assistência à Saúde dos Deputados Distritais e Servidores da Câmara Legislativa do Distrito Federal, conforme as especificações e quantidades previstas no Termo de Referência.|974004|2016-06-13T00:00:00|2016-06-13T08:00:00|2016-06-24T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010016392015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de serviços de manutenção preventiva e corretiva em 12 (doze) servidores IBM System X, integrantes da infraestrutura computacional da Câmara Legislativa do Distrito Federal - CLDF.|974004|2015-11-10T00:00:00|2015-11-20T08:00:00|2015-12-08T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|001-000241/2016|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação dos serviços de manutenção corretiva e preventiva de 65 (sessenta e cinco) impressoras da marca Lexmark modelos C544DN e 03 (três) impressoras da marca Oki modelos C9850 para a  Câmara Legislativa do Distrito Federal, de acordo com as especificações e quantitativos constantes do Termo de Referência ? Anexo I do Edital.|974004|2016-07-19T00:00:00|2016-07-19T08:00:00|2016-08-02T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010015742015|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa para prestação de serviço de manutenção corretiva, com reposição de peças, do conjunto de 79 (setenta e nove) aparelhos de ?fac-símile? da marca BROTHER, da Câmara Legislativa do Distrito Federal, conforme condições, quantidades e especificações constantes do Termo de Referência - Anexo I do Edital.|974004|2015-11-12T00:00:00|2015-11-12T08:00:00|2015-11-24T09:30:00
Ato do Presidente nº 684, de 2015|2015-10-22T00:00:00|0010009572013|eletronico|SISPP|Objeto: Pregão Eletrônico -  Contratação de empresa para a prestação de serviços técnicos em sistema de automação predial e em sistema de detecção e alarme de incêndio para a Câmara Legislativa do Distrito Federal ? CLDF|974004|2016-07-04T00:00:00|2016-07-04T08:00:00|2016-07-19T09:30:00
